weeks_cols,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2019-02-21,0.6278499999999999,0.584,5.65,-7.4628,0.4,0.077975,0.34999349999999996,0.044385019,0.171285,0.53175,123.48014999999998
2019-02-28,0.5994499999999998,0.558555,5.55,-8.47565,0.3,0.09163000000000002,0.3715134999999999,0.087349441,0.15055999999999997,0.5314650000000001,121.82869999999998
2019-03-07,0.5794999999999999,0.539355,6.0,-8.5518,0.35,0.07638000000000002,0.39946349999999997,0.08734953949999999,0.142705,0.499315,119.52315000000002
2019-03-14,0.5891500000000001,0.5069549999999999,5.85,-9.0155,0.35,0.07683,0.43459349999999997,0.0873515245,0.16052999999999998,0.497115,115.56205
2019-03-21,0.62065,0.5450999999999999,5.0,-7.54895,0.4,0.07266,0.34265850000000003,0.044375726500000004,0.15126,0.5023000000000001,113.83099999999997
2019-03-28,0.6085499999999999,0.5303499999999999,4.95,-7.702749999999999,0.3,0.07218500000000001,0.3691485,0.047185271,0.14808000000000002,0.4822500000000002,115.3252
2019-04-04,0.6182500000000001,0.5439500000000002,4.8,-7.3260000000000005,0.3,0.07125499999999999,0.3591485,0.04717501949999999,0.17547000000000001,0.4831,113.09240000000003
2019-04-11,0.597578947368421,0.5035263157894737,5.578947368421052,-7.978157894736842,0.2631578947368421,0.08669999999999999,0.4014405263157895,0.05811935894736842,0.22028947368421053,0.42036842105263156,115.61394736842105
2019-04-18,0.64545,0.5521499999999999,4.7,-6.95335,0.25,0.088015,0.3467685000000001,0.010913391,0.20383,0.45039999999999997,117.29730000000002
2019-05-16,0.6201000000000001,0.5520000000000002,4.85,-6.976999999999999,0.3,0.10070000000000001,0.36366,0.010912475500000001,0.22639499999999999,0.4266,113.53049999999999
2019-05-23,0.64935,0.5659000000000001,5.25,-7.02605,0.3,0.106715,0.35766000000000003,0.010912218500000001,0.19053499999999998,0.44531500000000007,112.29405
2019-05-30,0.7069999999999999,0.57275,5.65,-7.147399999999999,0.4,0.120505,0.32005500000000003,0.014606462,0.20919499999999996,0.46366499999999994,118.25534999999999
2019-06-06,0.7137,0.58665,6.65,-7.1865,0.45,0.10947500000000002,0.291876,0.0216786285,0.16531000000000004,0.49166499999999996,116.52360000000002
2019-06-13,0.68755,0.58695,6.75,-7.251250000000001,0.45,0.09587499999999999,0.279471,0.021686628500000003,0.17315999999999998,0.49510000000000015,118.8509
2019-06-20,0.6827000000000001,0.6128999999999999,6.55,-6.706799999999999,0.45,0.08306499999999999,0.24438599999999994,0.013766614000000002,0.17684499999999997,0.502,116.65804999999997
2019-06-27,0.6816,0.6093499999999998,6.0,-7.0828500000000005,0.4,0.076395,0.22383599999999998,0.013772017000000001,0.133315,0.49815000000000015,123.30585
2019-07-04,0.6808000000000001,0.6211,6.0,-6.8359000000000005,0.4,0.07796,0.236519,0.006772017,0.126365,0.5083000000000001,122.89694999999998
2019-07-11,0.6497,0.6248999999999999,6.15,-6.834900000000002,0.3,0.08049999999999999,0.273885,0.010174215999999998,0.1257,0.48125000000000007,119.14495000000002
2019-07-18,0.6635263157894736,0.5906842105263157,6.157894736842105,-7.193578947368421,0.3157894736842105,0.06941578947368421,0.2802210526315789,0.03754580736842105,0.15297368421052632,0.4908947368421053,118.23594736842107
2019-07-25,0.6487894736842105,0.621842105263158,6.315789473684211,-7.089736842105264,0.3157894736842105,0.0655736842105263,0.21106842105263157,0.04070435315789473,0.16778421052631579,0.5003157894736843,116.05863157894737
2019-08-01,0.6487894736842105,0.6387894736842105,6.105263157894737,-6.629894736842104,0.3157894736842105,0.04738947368421052,0.19911894736842103,0.06970435315789474,0.17957368421052633,0.5022631578947369,114.11073684210528
2019-08-08,0.6315,0.6413333333333333,6.388888888888889,-6.480555555555555,0.2777777777777778,0.05564444444444445,0.18910888888888888,0.062354595000000006,0.14452222222222222,0.4963888888888888,115.6066111111111
2019-08-15,0.6128888888888888,0.6218888888888888,6.111111111111111,-6.5922222222222215,0.2222222222222222,0.05985555555555555,0.20035333333333336,0.062354112777777776,0.15398888888888887,0.470388888888889,112.51044444444443
2019-08-22,0.6191111111111112,0.6116666666666668,5.666666666666667,-6.5728333333333335,0.3333333333333333,0.06721111111111111,0.23614777777777776,0.05911252166666668,0.1431222222222222,0.4464444444444444,116.90027777777777
2019-08-29,0.6178333333333332,0.583111111111111,5.833333333333333,-6.583222222222222,0.2777777777777778,0.0644,0.23970333333333332,0.055147741111111113,0.14268333333333333,0.44583333333333336,121.53372222222222
2019-09-05,0.6184444444444446,0.5743333333333334,5.777777777777778,-6.755888888888888,0.2777777777777778,0.06272777777777777,0.2221588888888889,0.05514781055555555,0.15438333333333334,0.46022222222222225,119.43672222222224
2019-09-12,0.6381666666666668,0.5877777777777778,6.111111111111111,-6.612888888888889,0.3333333333333333,0.06184444444444443,0.22143666666666664,0.05514833277777778,0.14648888888888892,0.4651666666666666,115.77927777777778
2019-09-19,0.6605,0.5595000000000001,5.222222222222222,-6.639277777777778,0.2777777777777778,0.0669,0.2618144444444444,0.05504578777777778,0.12379999999999998,0.4666666666666667,122.2805
2019-10-03,0.6605,0.5595000000000001,5.222222222222222,-6.639277777777778,0.2777777777777778,0.0669,0.2618144444444444,0.05504578777777778,0.12379999999999998,0.4666666666666667,122.2805
2019-10-10,0.6499999999999999,0.538578947368421,4.7894736842105265,-6.661631578947368,0.3684210526315789,0.06190000000000001,0.3369142105263158,0.016340656842105263,0.1293105263157895,0.4464210526315789,120.50705263157894
2019-10-17,0.6658421052631579,0.5341052631578949,4.894736842105263,-6.835263157894737,0.42105263157894735,0.07736842105263157,0.3461247368421053,0.007656446315789473,0.15773157894736844,0.4937894736842104,123.52973684210524
2019-10-24,0.664,0.5313684210526317,5.052631578947368,-6.824894736842105,0.47368421052631576,0.07708421052631578,0.3687563157894737,0.007656446315789473,0.1494684210526316,0.5016842105263157,121.21768421052631
2019-11-07,0.6652499999999999,0.5390999999999999,4.15,-6.852850000000002,0.4,0.06029499999999999,0.4077335000000001,0.00013435700000000001,0.1467,0.5006999999999999,116.5509
2019-11-14,0.6622,0.56015,5.45,-6.287650000000001,0.25,0.06036499999999999,0.36161849999999995,0.00036294,0.121865,0.46325000000000005,116.68075000000002
2019-11-21,0.6499473684210527,0.5676842105263158,6.368421052631579,-6.553421052631578,0.2631578947368421,0.0591,0.3474105263157895,0.024617955789473685,0.1499105263157895,0.4973684210526316,116.14505263157896
2019-11-28,0.6584210526315789,0.5777368421052632,6.421052631578948,-6.504684210526314,0.2631578947368421,0.05867894736842104,0.3400947368421053,0.025104797894736842,0.14348947368421056,0.5100526315789474,115.3153157894737
2019-12-05,0.6464117647058825,0.5534117647058824,6.764705882352941,-7.316882352941176,0.47058823529411764,0.052700000000000004,0.3839314705882353,0.06193447764705882,0.1475,0.45635294117647063,108.61052941176472
2019-12-12,0.6602105263157897,0.5680526315789475,6.157894736842105,-7.506368421052632,0.47368421052631576,0.0612578947368421,0.34281110526315794,0.05541641684210527,0.22142631578947367,0.4529473684210527,108.64978947368418
2019-12-19,0.6516666666666667,0.47573333333333334,5.333333333333333,-9.920333333333335,0.4444444444444444,0.12013888888888889,0.4197123888888889,0.09434105,0.20527777777777775,0.4055000000000001,111.94483333333334
2020-01-02,0.67125,0.5058,6.1,-7.69975,0.3,0.074825,0.4275543999999999,0.055893945,0.185995,0.45200000000000007,110.72815
2020-01-09,0.6610000000000001,0.513235294117647,6.411764705882353,-7.792764705882355,0.23529411764705882,0.09554705882352942,0.4103992941176471,0.06576050588235294,0.22121176470588236,0.42800000000000005,106.44111764705883
2020-01-16,0.6507222222222223,0.4984444444444444,5.5,-7.831055555555555,0.3333333333333333,0.09075555555555556,0.4199693333333333,0.062030757777777765,0.19552777777777777,0.4055555555555555,109.31477777777778
2020-01-23,0.6445789473684211,0.4998421052631578,5.473684210526316,-7.880105263157895,0.3157894736842105,0.08905789473684213,0.42649726315789466,0.05877292842105262,0.1961842105263158,0.3988421052631579,109.8778947368421
2020-02-06,0.6575294117647059,0.5195882352941176,5.705882352941177,-7.122588235294116,0.29411764705882354,0.08438823529411763,0.36058823529411765,0.06567060352941176,0.16657647058823533,0.4319411764705881,104.70929411764708
2020-02-13,0.6482777777777778,0.5286777777777778,5.888888888888889,-8.614555555555555,0.3333333333333333,0.12034444444444446,0.33073666666666673,0.03809244444444445,0.17947777777777776,0.4016666666666666,117.37394444444446
2020-02-20,0.6433684210526316,0.565378947368421,5.7368421052631575,-7.7025263157894726,0.42105263157894735,0.11774210526315791,0.2984242105263158,0.0015086315789473684,0.1805842105263158,0.4253684210526316,116.03321052631578
2020-02-27,0.651388888888889,0.554011111111111,5.611111111111111,-7.644055555555557,0.4444444444444444,0.1131055555555556,0.33267,0.002160326111111111,0.17306666666666665,0.4359277777777777,113.4985
2020-03-05,0.6635000000000002,0.5914,6.35,-5.8564,0.5,0.06991499999999999,0.3071645,0.0011204929999999997,0.14842499999999997,0.511935,111.89825000000003
2020-03-12,0.6628500000000002,0.5870500000000001,6.6,-5.95815,0.45,0.07161999999999999,0.3343895,0.000781493,0.162275,0.493635,112.25915000000002
2020-03-19,0.6651111111111111,0.6342777777777778,6.277777777777778,-5.764999999999999,0.5,0.07502777777777779,0.3202661111111111,0.0008758805555555557,0.16915,0.5532611111111112,116.23033333333335
2020-03-26,0.6519999999999999,0.6269000000000001,6.55,-5.822399999999999,0.55,0.06954500000000001,0.33991450000000006,0.0016732925000000002,0.178035,0.5135350000000001,119.7924
2020-04-02,0.66565,0.6294500000000001,6.65,-6.0313,0.55,0.073315,0.35113950000000005,0.0016727995000000002,0.176785,0.539185,118.00105
2020-04-16,0.66565,0.6294500000000001,6.65,-6.0313,0.55,0.073315,0.35113950000000005,0.0016727995000000002,0.176785,0.539185,118.00105
2020-04-23,0.6652631578947369,0.6655263157894736,6.7894736842105265,-5.8157894736842115,0.47368421052631576,0.06416315789473684,0.29575999999999997,0.0012186205263157895,0.16678947368421052,0.5519473684210527,119.25205263157896
2020-04-30,0.6688333333333333,0.6530555555555555,6.5,-5.771722222222222,0.4444444444444444,0.0642888888888889,0.31858,0.0012863216666666667,0.16627777777777777,0.5782777777777778,118.84438888888889
2020-05-07,0.667611111111111,0.6196666666666668,6.111111111111111,-6.45411111111111,0.3888888888888889,0.0685611111111111,0.33796722222222214,0.0012733850000000004,0.17292777777777776,0.5362777777777779,114.13655555555553
2020-05-14,0.6803157894736842,0.6340526315789475,5.842105263157895,-6.016736842105263,0.47368421052631576,0.07014736842105262,0.30370578947368415,0.0012076226315789478,0.17046842105263155,0.5766315789473685,115.75310526315788
2020-05-21,0.6968421052631579,0.5985263157894737,5.894736842105263,-6.360421052631578,0.3684210526315789,0.07495263157894738,0.33266368421052633,0.00033825736842105263,0.17802105263157894,0.5694736842105262,113.74131578947366
2020-06-04,0.6557894736842105,0.5406315789473684,4.368421052631579,-6.617842105263158,0.5263157894736842,0.07535789473684211,0.3597084210526316,0.00033867631578947367,0.20720526315789475,0.5211052631578947,127.37742105263158
2020-06-11,0.6648000000000001,0.5648500000000001,4.75,-6.6095500000000005,0.55,0.08172,0.335578,0.00032712299999999996,0.20342500000000002,0.5436000000000002,126.8134
2020-06-18,0.6649,0.5891000000000001,4.7,-6.544949999999998,0.6,0.0816,0.281128,0.000324888,0.212975,0.5457,126.81359999999998
2020-06-28,0.6956500000000001,0.6376000000000001,5.05,-6.043500000000001,0.55,0.09099500000000002,0.2112625,0.00032291350000000004,0.198745,0.5446,116.50715
2020-07-09,0.708,0.6701999999999999,5.8,-5.798800000000002,0.5,0.13103499999999998,0.17021750000000002,2.1848e-05,0.157985,0.5802500000000002,114.1445
2020-07-16,0.7138749999999999,0.68825,7.0625,-5.638750000000001,0.5,0.15045625,0.18150375000000002,1.4119375e-05,0.16092499999999998,0.588125,120.146
2020-07-23,0.7281666666666665,0.6779444444444445,6.277777777777778,-5.672666666666667,0.4444444444444444,0.13943333333333333,0.2034461111111111,1.667666666666667e-05,0.17028888888888888,0.5693333333333334,117.49522222222221
2020-08-20,0.6823888888888889,0.6408333333333334,5.666666666666667,-6.234,0.5555555555555556,0.10345000000000003,0.31285888888888885,0.007350163333333334,0.16773333333333332,0.5570499999999999,108.79427777777776
2020-08-27,0.6785000000000001,0.5685,4.333333333333333,-6.930944444444445,0.6111111111111112,0.10002222222222222,0.34631277777777775,0.008109006666666667,0.18390555555555554,0.5145500000000001,110.7006111111111
2020-09-03,0.6682105263157896,0.5790526315789475,4.421052631578948,-6.921947368421052,0.6842105263157895,0.07604210526315788,0.3414647368421053,0.007695927894736843,0.18278947368421053,0.493363157894737,108.2576842105263
2020-09-24,0.6866666666666666,0.6207222222222223,4.277777777777778,-6.623277777777777,0.7777777777777778,0.0818611111111111,0.2902694444444444,0.00760164777777778,0.14610555555555554,0.51805,112.43411111111112
2020-10-01,0.6866666666666666,0.6207222222222223,4.277777777777778,-6.623277777777777,0.7777777777777778,0.0818611111111111,0.2902694444444444,0.00760164777777778,0.14610555555555554,0.51805,112.43411111111112
2020-10-15,0.6653684210526317,0.5927894736842105,3.8947368421052633,-7.132210526315791,0.7368421052631579,0.09354210526315788,0.2920973684210526,0.010537803157894739,0.14213684210526314,0.48631052631578947,112.55242105263159
2020-10-22,0.6653684210526317,0.5927894736842105,3.8947368421052633,-7.132210526315791,0.7368421052631579,0.09354210526315788,0.2920973684210526,0.010537803157894739,0.14213684210526314,0.48631052631578947,112.55242105263159
2020-11-05,0.6519,0.6046500000000001,3.55,-6.7876,0.65,0.08601499999999998,0.34140099999999995,0.009989829000000002,0.16315,0.5109450000000001,114.48919999999998
2020-11-19,0.642,0.6155499999999999,3.7,-6.670800000000002,0.6,0.07056,0.32218099999999994,0.0033375040000000003,0.155125,0.5217700000000001,116.97560000000001
2020-11-26,0.6106,0.6269999999999999,3.75,-6.679049999999999,0.65,0.06855499999999999,0.332886,0.0033405215,0.19287500000000005,0.49567000000000017,118.56915000000001
2020-12-03,0.5925384615384615,0.6905384615384615,6.153846153846154,-5.942615384615385,0.5384615384615384,0.05471538461538461,0.1408976923076923,0.09442527461538461,0.30998461538461536,0.4439307692307692,119.24315384615385
2020-12-10,0.656611111111111,0.6123333333333334,4.944444444444445,-7.746055555555557,0.5555555555555556,0.07563888888888888,0.33304,0.06929880944444444,0.2741388888888889,0.47433333333333333,117.57416666666667
2020-12-17,0.6481764705882354,0.6096470588235294,5.176470588235294,-7.840411764705883,0.5882352941176471,0.07544117647058822,0.33792470588235296,0.07337521,0.28373529411764714,0.4750588235294117,116.25252941176471
2020-12-24,0.6746000000000001,0.5787500000000001,5.2,-6.937600000000001,0.5,0.08278499999999998,0.27797749999999993,0.0066723815,0.13318000000000002,0.44603500000000007,109.60464999999996
2021-01-07,0.6618124999999999,0.5660625,5.0,-6.603,0.4375,0.06451875,0.361548125,0.008351326250000003,0.21373750000000002,0.41310624999999995,107.459625
2021-01-14,0.6350588235294117,0.5365882352941176,4.764705882352941,-6.925117647058822,0.47058823529411764,0.06908235294117647,0.42765882352941176,0.007965285882352943,0.19080000000000003,0.4243352941176471,107.79194117647057
2021-01-21,0.6252777777777777,0.529,6.0,-7.04761111111111,0.4444444444444444,0.0619888888888889,0.39813333333333334,0.007328985555555558,0.20855000000000004,0.4473722222222223,105.06338888888892
2021-01-28,0.6232941176470588,0.5129999999999999,5.9411764705882355,-7.168058823529411,0.4117647058823529,0.056752941176470596,0.42076470588235304,0.007756161176470588,0.21600000000000003,0.45057058823529417,105.36488235294121
2021-02-11,0.6286315789473684,0.5032105263157894,5.631578947368421,-7.758052631578947,0.47368421052631576,0.06102631578947369,0.4032936842105263,0.006945456842105263,0.21463157894736842,0.4522473684210527,101.51468421052631
2021-02-25,0.6810500000000002,0.52825,5.45,-7.587350000000001,0.4,0.072565,0.367474,0.006599506999999999,0.18727500000000002,0.47208500000000003,109.90759999999997
